Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,link,id,team
Srđan Babić,rs SRB,DF,26.0,34,33,2998.0,33.3,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.2,1.2,0.3,1.5,21.0,63.0,5.0,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,Matches,/en/players/075fe5a3/Srdjan-Babic,075fe5a3,Almería
Sergio Akieme,es ESP,DF,24.0,29,27,2297.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,2.0,3.5,60.0,58.0,84.0,0.04,0.0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,Matches,/en/players/06efa9dc/Sergio-Akieme,06efa9dc,Almería
Gonzalo Melero,es ESP,MF,28.0,27,24,1855.0,20.6,4.0,3.0,7.0,3.0,1.0,1.0,5.0,0.0,3.0,2.3,1.8,4.0,31.0,97.0,37.0,0.19,0.15,0.34,0.15,0.29,0.15,0.08,0.23,0.11,0.19,Matches,/en/players/3902e91b/Gonzalo-Melero,3902e91b,Almería
Léo Baptistão,br BRA,"FW,MF",29.0,28,24,1726.0,19.2,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,4.9,4.9,1.2,6.2,38.0,51.0,83.0,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,Matches,/en/players/35f6db55/Leo-Baptistao,35f6db55,Almería
Samu Costa,pt POR,MF,21.0,32,22,1989.0,22.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.0,2.7,9.0,91.0,24.0,0.05,0.09,0.14,0.05,0.14,0.08,0.04,0.12,0.08,0.12,Matches,/en/players/76c2a023/Samu-Costa,76c2a023,Almería
Alejandro Pozo Pozo,es ESP,DF,23.0,30,20,1880.0,20.9,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,3.6,4.2,44.0,64.0,90.0,0.0,0.14,0.14,0.0,0.14,0.03,0.17,0.2,0.03,0.2,Matches,/en/players/3c16d927/Alejandro-Pozo-Pozo,3c16d927,Almería
César de la Hoz,es ESP,MF,30.0,25,18,1673.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.9,1.3,3.0,49.0,6.0,0.05,0.0,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07,Matches,/en/players/60abea75/Cesar-de-la-Hoz,60abea75,Almería
Luis Javier Suárez,co COL,FW,24.0,21,18,1490.0,16.6,4.0,4.0,8.0,4.0,0.0,0.0,4.0,1.0,4.4,4.4,2.1,6.5,29.0,26.0,87.0,0.24,0.24,0.48,0.24,0.48,0.26,0.13,0.39,0.26,0.39,Matches,/en/players/eeba07f8/Luis-Javier-Suarez,eeba07f8,Almería
Adri Embarba,es ESP,"FW,MF",30.0,29,18,1472.0,16.4,4.0,3.0,7.0,3.0,1.0,1.0,5.0,1.0,3.8,3.1,3.4,6.4,62.0,47.0,115.0,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39,Matches,/en/players/db8f0eba/Adri-Embarba,db8f0eba,Almería
Juan Brandáriz,es ESP,DF,23.0,21,15,1489.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,13.0,32.0,10.0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.03,0.02,0.03,Matches,/en/players/2475cf9b/Juan-Brandariz,2475cf9b,Almería
El Bilal Touré,ml MLI,FW,20.0,21,15,1264.0,14.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,6.3,6.3,1.3,7.6,18.0,14.0,51.0,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,0.45,0.54,Matches,/en/players/47c609d5/El-Bilal-Toure,47c609d5,Almería
Largie Ramazani,be BEL,"FW,MF",21.0,33,13,1403.0,15.6,3.0,1.0,4.0,3.0,0.0,1.0,6.0,0.0,4.2,3.4,1.7,5.1,59.0,30.0,94.0,0.19,0.06,0.26,0.19,0.26,0.27,0.11,0.38,0.22,0.33,Matches,/en/players/cc9256ef/Largie-Ramazani,cc9256ef,Almería
Álex Centelles,es ESP,DF,24.0,15,11,1123.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,1.3,1.7,17.0,35.0,48.0,0.08,0.16,0.24,0.08,0.24,0.03,0.11,0.14,0.03,0.14,Matches,/en/players/ae852b7d/Alex-Centelles,ae852b7d,Almería
Houboulang Mendes,fr FRA,DF,24.0,14,11,886.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,18.0,18.0,30.0,0.0,0.1,0.1,0.0,0.1,0.0,0.03,0.03,0.0,0.03,Matches,/en/players/1545cf15/Houboulang-Mendes,1545cf15,Almería
Íñigo Eguaras,es ESP,MF,30.0,25,10,967.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.6,1.7,8.0,61.0,7.0,0.09,0.09,0.19,0.09,0.19,0.1,0.06,0.16,0.1,0.16,Matches,/en/players/3e93f8cf/Inigo-Eguaras,3e93f8cf,Almería
Arnau Puigmal,es ESP,"MF,FW",21.0,22,7,763.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.5,1.7,24.0,16.0,57.0,0.12,0.0,0.12,0.12,0.12,0.13,0.06,0.19,0.13,0.19,Matches,/en/players/39352da2/Arnau-Puigmal,39352da2,Almería
Lázaro,br BRA,"FW,MF",20.0,19,7,716.0,8.0,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.0,4.0,0.8,4.8,23.0,26.0,59.0,0.75,0.0,0.75,0.75,0.75,0.5,0.1,0.6,0.5,0.6,Matches,/en/players/86ff856b/Lazaro,86ff856b,Almería
Kaiky,br BRA,DF,18.0,13,7,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.1,7.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,/en/players/55634fb8/Kaiky,55634fb8,Almería
Francisco Portillo,es ESP,"MF,FW",32.0,27,4,722.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.7,16.0,74.0,37.0,0.25,0.12,0.37,0.25,0.37,0.09,0.13,0.21,0.09,0.21,Matches,/en/players/8e010ff4/Francisco-Portillo,8e010ff4,Almería
Dyego Sousa,pt POR,FW,32.0,20,3,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,2.2,10.0,16.0,39.0,0.0,0.17,0.17,0.0,0.17,0.2,0.17,0.37,0.2,0.37,Matches,/en/players/e4738e91/Dyego-Sousa,e4738e91,Almería
Umar Sadiq,ng NGA,FW,25.0,3,3,240.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.2,1.6,5.0,2.0,7.0,0.75,0.0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,Matches,/en/players/686cbe7d/Umar-Sadiq,686cbe7d,Almería
Fernando Pacheco,es ESP,GK,30.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/97852360/Fernando-Pacheco,97852360,Almería
Diego Mariño,es ESP,GK,32.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/d9235a45/Diego-Marino,d9235a45,Almería
Curro,es ESP,MF,26.0,2,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.44,0.63,0.19,0.63,Matches,/en/players/f9a225f5/Curro,f9a225f5,Almería
José Carlos Lazo,es ESP,"MF,FW",26.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,/en/players/5b93209a/Jose-Carlos-Lazo,5b93209a,Almería
Marko Milovanović,rs SRB,FW,18.0,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,/en/players/1fda2b14/Marko-Milovanovic,1fda2b14,Almería
Arvin Appiah,eng ENG,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/eafa6953/Arvin-Appiah,eafa6953,Almería
Diego Fuoli,es ESP,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/1a67863f/Diego-Fuoli,1a67863f,Almería
Gui Guedes,pt POR,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/022c1bf7/Gui-Guedes,022c1bf7,Almería
Marcos Peña,es ESP,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/736c14ec/Marcos-Pena,736c14ec,Almería
Carlos Rojas,es ESP,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/6a82a394/Carlos-Rojas,6a82a394,Almería
Marciano Sanca,gw GNB,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/39a938cb/Marciano-Sanca,39a938cb,Almería
Martin Šviderský,sk SVK,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/7f6080fe/Martin-Svidersky,7f6080fe,Almería
Luis Hernández,es ESP,DF,33.0,35,35,3149.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.9,1.2,10.0,95.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,/en/players/02d2c436/Luis-Hernandez,02d2c436,Cádiz
Alfonso Espino,uy URU,DF,30.0,36,35,3122.0,34.7,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,1.5,1.5,4.2,5.7,53.0,107.0,129.0,0.0,0.12,0.12,0.0,0.12,0.04,0.12,0.16,0.04,0.16,Matches,/en/players/db001fa9/Alfonso-Espino,db001fa9,Cádiz
Jeremías Ledesma,ar ARG,GK,29.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/6c4776b1/Jeremias-Ledesma,6c4776b1,Cádiz
Rubén Sobrino,es ESP,"MF,FW",30.0,33,28,2465.0,27.4,3.0,2.0,5.0,3.0,0.0,0.0,11.0,0.0,4.9,4.9,2.3,7.2,45.0,46.0,81.0,0.11,0.07,0.18,0.11,0.18,0.18,0.08,0.26,0.18,0.26,Matches,/en/players/19b776e9/Ruben-Sobrino,19b776e9,Cádiz
Isaac Carcelen,es ESP,DF,29.0,27,25,2199.0,24.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.2,0.2,1.3,1.6,33.0,85.0,62.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,/en/players/c4b888df/Isaac-Carcelen,c4b888df,Cádiz
Theo Bongonda,cd COD,"MF,FW",26.0,31,24,1938.0,21.5,4.0,3.0,7.0,3.0,1.0,1.0,2.0,0.0,5.2,4.4,3.0,7.4,74.0,39.0,105.0,0.19,0.14,0.33,0.14,0.28,0.24,0.14,0.38,0.2,0.34,Matches,/en/players/0da6a13e/Theo-Bongonda,0da6a13e,Cádiz
Fede San Emeterio,es ESP,MF,25.0,33,24,1844.0,20.5,0.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.3,0.3,0.8,1.1,1.0,45.0,11.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.05,0.02,0.05,Matches,/en/players/efecd633/Fede-San-Emeterio,efecd633,Cádiz
Rubén Alcaraz,es ESP,MF,31.0,31,22,2043.0,22.7,3.0,0.0,3.0,1.0,2.0,3.0,11.0,1.0,4.0,1.6,1.3,2.9,30.0,105.0,20.0,0.13,0.0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13,Matches,/en/players/036bba5f/Ruben-Alcaraz,036bba5f,Cádiz
Fali,es ESP,"DF,MF",28.0,25,22,1714.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.2,0.8,9.0,56.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,/en/players/72a84002/Fali,72a84002,Cádiz
Álex Fernández,es ESP,"MF,FW",29.0,28,17,1576.0,17.5,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.7,1.9,1.6,3.4,19.0,69.0,26.0,0.17,0.0,0.17,0.11,0.11,0.15,0.09,0.24,0.11,0.2,Matches,/en/players/aa677a35/Alex-Fernandez,aa677a35,Cádiz
Brian Ocampo,uy URU,"MF,FW",23.0,18,15,1119.0,12.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.7,2.2,40.0,22.0,81.0,0.08,0.08,0.16,0.08,0.16,0.04,0.14,0.18,0.04,0.18,Matches,/en/players/2e3995cd/Brian-Ocampo,2e3995cd,Cádiz
Anthony Lozano,hn HON,FW,29.0,28,14,1443.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.7,2.7,0.8,3.5,19.0,28.0,58.0,0.06,0.06,0.12,0.06,0.12,0.17,0.05,0.22,0.17,0.22,Matches,/en/players/38699c72/Anthony-Lozano,38699c72,Cádiz
Sergi Guardiola,es ESP,FW,31.0,17,14,1165.0,12.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,0.5,3.9,12.0,28.0,55.0,0.23,0.0,0.23,0.23,0.23,0.26,0.04,0.3,0.26,0.3,Matches,/en/players/32974271/Sergi-Guardiola,32974271,Cádiz
Iván Alejo,es ESP,"MF,FW",27.0,31,13,1311.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,1.2,1.2,2.4,3.6,52.0,16.0,103.0,0.0,0.07,0.07,0.0,0.07,0.08,0.17,0.25,0.08,0.25,Matches,/en/players/3d7e48ce/Ivan-Alejo,3d7e48ce,Cádiz
Gonzalo Escalante,ar ARG,MF,29.0,14,13,1121.0,12.5,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.5,3.5,1.5,5.0,3.0,50.0,12.0,0.32,0.08,0.4,0.32,0.4,0.28,0.12,0.4,0.28,0.4,Matches,/en/players/3f79a1c8/Gonzalo-Escalante,3f79a1c8,Cádiz
Víctor Chust,es ESP,DF,22.0,14,10,965.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,1.0,4.0,22.0,2.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,Matches,/en/players/ec1a731e/Victor-Chust,ec1a731e,Cádiz
Álvaro Negredo,es ESP,FW,36.0,21,9,757.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,2.4,4.2,4.0,17.0,22.0,0.12,0.24,0.36,0.12,0.36,0.21,0.28,0.5,0.21,0.5,Matches,/en/players/63b0ca6b/Alvaro-Negredo,63b0ca6b,Cádiz
Roger Martí,es ESP,FW,31.0,14,8,639.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,0.5,2.9,7.0,5.0,34.0,0.14,0.0,0.14,0.14,0.14,0.35,0.06,0.41,0.35,0.41,Matches,/en/players/0ae4e09a/Roger-Marti,0ae4e09a,Cádiz
Mamadou Mbaye,sn SEN,DF,24.0,14,7,760.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,/en/players/8aae94b9/Mamadou-Mbaye,8aae94b9,Cádiz
Chris Ramos,es ESP,FW,25.0,15,7,710.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.2,3.2,9.0,6.0,35.0,0.13,0.0,0.13,0.13,0.13,0.38,0.03,0.41,0.38,0.41,Matches,/en/players/44e07fac/Chris-Ramos,44e07fac,Cádiz
Joseba Zaldúa,es ESP,DF,30.0,10,7,639.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,13.0,13.0,20.0,0.0,0.14,0.14,0.0,0.14,0.0,0.01,0.01,0.0,0.01,Matches,/en/players/5ca20b7a/Joseba-Zaldua,5ca20b7a,Cádiz
Jorge Meré,es ESP,DF,25.0,10,6,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,/en/players/9f979eb2/Jorge-Mere,9f979eb2,Cádiz
Lucas Pérez,es ESP,FW,33.0,14,5,628.0,7.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.6,2.5,8.0,14.0,24.0,0.43,0.0,0.43,0.43,0.43,0.28,0.08,0.36,0.28,0.36,Matches,/en/players/a300ac7e/Lucas-Perez,a300ac7e,Cádiz
Santiago Arzamendia,py PAR,"DF,MF",24.0,12,5,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,8.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,Matches,/en/players/759d8dd7/Santiago-Arzamendia,759d8dd7,Cádiz
David Gil,es ESP,GK,28.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/fea23125/David-Gil,fea23125,Cádiz
Raúl Parra,es ESP,DF,22.0,6,4,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,/en/players/647d39d2/Raul-Parra,647d39d2,Cádiz
José Mari,es ESP,MF,34.0,18,2,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,5.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,/en/players/6f4c734d/Jose-Mari,6f4c734d,Cádiz
Tomás Alarcón,cl CHI,MF,23.0,4,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,/en/players/99ea2ddd/Tomas-Alarcon,99ea2ddd,Cádiz
Blanco,es ESP,MF,22.0,3,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,/en/players/506daeac/Blanco,506daeac,Cádiz
Awer Mabil,au AUS,"MF,FW",26.0,5,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,Matches,/en/players/922da988/Awer-Mabil,922da988,Cádiz
Cala,es ESP,DF,32.0,3,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,/en/players/fe05804b/Cala,fe05804b,Cádiz
Youba Diarra,ml MLI,MF,24.0,5,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,/en/players/d61759ec/Youba-Diarra,d61759ec,Cádiz
Mamady Diarra,ml MLI,"MF,DF",22.0,2,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,/en/players/80211dc5/Mamady-Diarra,80211dc5,Cádiz
Alberto Perea,es ESP,MF,31.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/5496cc91/Alberto-Perea,5496cc91,Cádiz
José Antonio,es ESP,"MF,DF",18.0,2,0,46.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.96,1.96,0.0,1.96,0.0,0.03,0.03,0.0,0.03,Matches,/en/players/62a583ee/Jose-Antonio,62a583ee,Cádiz
Carlos García,es ESP,DF,22.0,1,0,25.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,3.6,3.6,0.0,3.6,0.0,0.4,0.4,0.0,0.4,Matches,/en/players/661e2822/Carlos-Garcia,661e2822,Cádiz
Francisco Mwepu,zm ZAM,FW,22.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/dfe5caa2/Francisco-Mwepu,dfe5caa2,Cádiz
Álvaro Giménez,es ESP,FW,31.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/18017beb/Alvaro-Gimenez,18017beb,Cádiz
Nando Almodóvar,es ESP,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/de3b5d82/Nando-Almodovar,de3b5d82,Cádiz
Álvaro Bastida,es ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/42a028c5/Alvaro-Bastida,42a028c5,Cádiz
Karl Etta,cm CMR,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f0f499ea/Karl-Etta,f0f499ea,Cádiz
Kikín,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/8a52eeb5/Kikin,8a52eeb5,Cádiz
Curro Muñoz,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/58591b42/Curro-Munoz,58591b42,Cádiz
Lautaro Spatz,ar ARG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/24f916a9/Lautaro-Spatz,24f916a9,Cádiz
Victor Wehbi,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/7378ea1b/Victor-Wehbi,7378ea1b,Cádiz
Lassana Coulibaly,ml MLI,MF,26.0,35,34,2892.0,32.1,3.0,3.0,6.0,3.0,0.0,0.0,12.0,0.0,0.8,0.8,1.8,2.6,52.0,120.0,59.0,0.09,0.09,0.19,0.09,0.19,0.03,0.06,0.08,0.03,0.08,Matches,/en/players/85a44ecc/Lassana-Coulibaly,85a44ecc,Salernitana
Antonio Candreva,it ITA,"MF,DF",35.0,35,32,2726.0,30.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,1.0,3.7,3.7,4.7,8.3,71.0,135.0,171.0,0.23,0.13,0.36,0.23,0.36,0.12,0.15,0.27,0.12,0.27,Matches,/en/players/356c9002/Antonio-Candreva,356c9002,Salernitana
Boulaye Dia,sn SEN,"FW,MF",25.0,33,27,2518.0,28.0,16.0,6.0,22.0,15.0,1.0,1.0,4.0,0.0,8.8,8.0,3.1,11.1,48.0,50.0,140.0,0.57,0.21,0.79,0.54,0.75,0.31,0.11,0.43,0.29,0.4,Matches,/en/players/244bc2c8/Boulaye-Dia,244bc2c8,Salernitana
Tonny Vilhena,nl NED,MF,27.0,33,27,2265.0,25.2,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.4,2.4,1.7,4.1,30.0,80.0,59.0,0.16,0.04,0.2,0.16,0.2,0.1,0.07,0.16,0.1,0.16,Matches,/en/players/c7069d87/Tonny-Vilhena,c7069d87,Salernitana
Domagoj Bradarić,hr CRO,DF,22.0,31,24,2250.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,2.3,2.5,63.0,52.0,107.0,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1,Matches,/en/players/8bbe2df5/Domagoj-Bradaric,8bbe2df5,Salernitana
Flavius Daniliuc,at AUT,DF,21.0,27,23,2195.0,24.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.5,1.2,14.0,70.0,5.0,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05,Matches,/en/players/7ef972c3/Flavius-Daniliuc,7ef972c3,Salernitana
Krzysztof Piątek,pl POL,FW,27.0,33,23,2140.0,23.8,4.0,5.0,9.0,3.0,1.0,1.0,5.0,0.0,8.3,7.6,2.1,9.7,27.0,33.0,121.0,0.17,0.21,0.38,0.13,0.34,0.35,0.09,0.44,0.32,0.41,Matches,/en/players/17f3620a/Krzysztof-Piatek,17f3620a,Salernitana
Pasquale Mazzocchi,it ITA,DF,27.0,27,23,1958.0,21.8,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,2.6,3.9,70.0,60.0,102.0,0.09,0.14,0.23,0.09,0.23,0.06,0.12,0.18,0.06,0.18,Matches,/en/players/eb0ec070/Pasquale-Mazzocchi,eb0ec070,Salernitana
Lorenzo Pirola,it ITA,DF,20.0,26,23,1941.0,21.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,0.4,1.9,13.0,43.0,4.0,0.09,0.0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches,/en/players/caec77da/Lorenzo-Pirola,caec77da,Salernitana
